"","CAS.Number","Chemical.Name","Chemical.Purity.Mean.Op","Species.Scientific.Name","Species.Group","Organism.Lifestage","Exposure.Type","Chemical.Analysis","Media.Type","Test.Location","Endpoint","Effect","Effect.Measurement","Pesticide.Type","Mean.Value","Units","Medium"
"1904",1071836,"Glyphosate","41","Pimephales promelas","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","7000","ug/L","aquatic"
"1905",1071836,"Glyphosate","NR","Danio rerio","Fish","Embryo(s)","Aquatic - not reported","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Formulation","27050","ug/L","aquatic"
"1906",1071836,"Glyphosate","95.6","Cyprinodon variegatus","Fish","Not coded","Static","Not coded","Saltwater","Lab","LC50","Mortality","Mortality","Active ingredient","240000","ug/L","aquatic"
"1907",1071836,"Glyphosate","28.3","Cyprinodon variegatus","Fish","Not coded","Static","Not coded","Saltwater","Lab","LC50","Mortality","Mortality","Not coded","180200","ug/L","aquatic"
"1908",1071836,"Glyphosate","95.6","Lepomis macrochirus","Fish","Not coded","Static","Not coded","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","45000","ug/L","aquatic"
"1909",1071836,"Glyphosate","80","Pimephales promelas","Fish","Not coded","Static","Not coded","Freshwater","Lab","LC50","Mortality","Mortality","Not coded","67900","ug/L","aquatic"
"1910",1071836,"Glyphosate","28.3","Lepomis macrochirus","Fish","Not coded","Static","Not coded","Freshwater","Lab","LC50","Mortality","Mortality","Not coded","183700","ug/L","aquatic"
"1911",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","6000","ug/L","aquatic"
"1912",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4000","ug/L","aquatic"
"1913",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4000","ug/L","aquatic"
"1914",1071836,"Glyphosate","96.7","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","150000","ug/L","aquatic"
"1915",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4200","ug/L","aquatic"
"1916",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","6400","ug/L","aquatic"
"1917",1071836,"Glyphosate","99.3","Oryzias latipes","Fish","Juvenile(s)","Aquatic - not reported","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","160000","ug/L","aquatic"
"1918",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","5000","ug/L","aquatic"
"1919",1071836,"Glyphosate","96.7","Pimephales promelas","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","97000","ug/L","aquatic"
"1920",1071836,"Glyphosate","96.7","Ictalurus punctatus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","130000","ug/L","aquatic"
"1921",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4300","ug/L","aquatic"
"1922",1071836,"Glyphosate","41","Ictalurus punctatus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","13000","ug/L","aquatic"
"1923",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","6800","ug/L","aquatic"
"1924",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","2400","ug/L","aquatic"
"1925",1071836,"Glyphosate","41","Pimephales promelas","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4300","ug/L","aquatic"
"1926",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","6600","ug/L","aquatic"
"1927",1071836,"Glyphosate","96.7","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","140000","ug/L","aquatic"
"1928",1071836,"Glyphosate","NR","Salmo trutta","Fish","Not reported","Static","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Formulation","5400","ug/L","aquatic"
"1929",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Flow-through","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","5500","ug/L","aquatic"
"1930",1071836,"Glyphosate","41","Ictalurus punctatus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4400","ug/L","aquatic"
"1931",1071836,"Glyphosate","41","Ictalurus punctatus","Fish","Sac fry, yolk sac fry","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4300","ug/L","aquatic"
"1932",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","5600","ug/L","aquatic"
"1933",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","9600","ug/L","aquatic"
"1934",1071836,"Glyphosate","41","Ictalurus punctatus","Fish","Swim-up","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","3300","ug/L","aquatic"
"1935",1071836,"Glyphosate","96.7","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","220000","ug/L","aquatic"
"1936",1071836,"Glyphosate","41","Pimephales promelas","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","6400","ug/L","aquatic"
"1937",1071836,"Glyphosate","41","Pimephales promelas","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4800","ug/L","aquatic"
"1938",1071836,"Glyphosate","41","Pimephales promelas","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","2400","ug/L","aquatic"
"1939",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","5600","ug/L","aquatic"
"1940",1071836,"Glyphosate","41","Ictalurus punctatus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4400","ug/L","aquatic"
"1941",1071836,"Glyphosate","41","Ictalurus punctatus","Fish","Sac fry, yolk sac fry","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","4300","ug/L","aquatic"
"1942",1071836,"Glyphosate","41","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","8000","ug/L","aquatic"
"1943",1071836,"Glyphosate","96.7","Lepomis macrochirus","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","135000","ug/L","aquatic"
"1944",1071836,"Glyphosate","41","Pimephales promelas","Fish","Not reported","Static","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","2300","ug/L","aquatic"
"1945",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","P450scc mRNA","Active ingredient","13900","ug/L","aquatic"
"1946",1071836,"Glyphosate","98","Pimephales promelas","Fish","Larva(e)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Mortality","Mortality","Active ingredient","10","ug/L","aquatic"
"1947",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Glutathione Peroxidase mRNA","Active ingredient","13900","ug/L","aquatic"
"1948",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","bax mRNA","Active ingredient","13900","ug/L","aquatic"
"1949",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Fertilization","Active ingredient","13900","ug/L","aquatic"
"1950",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1951",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Steroid 17-alpha-hydroxylase/17,20 lyase mRNA","Active ingredient","13900","ug/L","aquatic"
"1952",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","CYP19A1 mRNA","Active ingredient","13900","ug/L","aquatic"
"1953",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 mRNA","Active ingredient","13900","ug/L","aquatic"
"1954",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1955",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Estrogen receptor beta2 protein mRNA","Active ingredient","13900","ug/L","aquatic"
"1956",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1957",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Glutathione S-transferase pi mRNA","Active ingredient","13900","ug/L","aquatic"
"1958",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Growth","Size","Active ingredient","13900","ug/L","aquatic"
"1959",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Estrogen receptor beta1 protein mRNA","Active ingredient","13900","ug/L","aquatic"
"1960",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1961",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1962",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Superoxide dismutase mRNA","Active ingredient","13900","ug/L","aquatic"
"1963",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","p53 mRNA","Active ingredient","13900","ug/L","aquatic"
"1964",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","P450scc mRNA","Active ingredient","13900","ug/L","aquatic"
"1965",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Androgen receptor mRNA","Active ingredient","13900","ug/L","aquatic"
"1966",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2 mRNA","Active ingredient","13900","ug/L","aquatic"
"1967",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Estrogen receptor beta1 protein mRNA","Active ingredient","13900","ug/L","aquatic"
"1968",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Steroid 17-alpha-hydroxylase/17,20 lyase mRNA","Active ingredient","13900","ug/L","aquatic"
"1969",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Morphology","Organ weight in relationship to body weight","Active ingredient","13900","ug/L","aquatic"
"1970",1071836,"Glyphosate","NR","Danio rerio","Fish","Embryo(s)","Aquatic - not reported","Unmeasured values (some measured values reported in article)","Freshwater","Lab","NOEC","Mortality","Mortality","Active ingredient","500000","ug/L","aquatic"
"1971",1071836,"Glyphosate","NR","Danio rerio","Fish","Embryo(s)","Aquatic - not reported","Unmeasured values (some measured values reported in article)","Freshwater","Lab","NOEC","Reproduction","Hatch","Active ingredient","500000","ug/L","aquatic"
"1972",1071836,"Glyphosate","NR","Danio rerio","Fish","Embryo(s)","Aquatic - not reported","Unmeasured values (some measured values reported in article)","Freshwater","Lab","NOEC","Mortality","Mortality","Active ingredient","50000","ug/L","aquatic"
"1973",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Static","Not reported","Freshwater","Lab","NOEC","Reproduction","Germ cell count","Formulation","65","ug/L","aquatic"
"1974",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Static","Not reported","Freshwater","Lab","NOEC","Reproduction","Germ cell count","Formulation","65","ug/L","aquatic"
"1975",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Static","Not reported","Freshwater","Lab","NOEC","Reproduction","Germ cell count","Formulation","65","ug/L","aquatic"
"1976",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Static","Not reported","Freshwater","Lab","NOEC","Cell(s)","Diameter","Formulation","65","ug/L","aquatic"
"1977",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Static","Not reported","Freshwater","Lab","NOEC","Cell(s)","Diameter","Formulation","65","ug/L","aquatic"
"1978",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Static","Not reported","Freshwater","Lab","NOEC","Reproduction","Germ cell count","Formulation","65","ug/L","aquatic"
"1979",1071836,"Glyphosate","99","Danio rerio","Fish","Embryo(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Development","Normal","Active ingredient","10000","ug/L","aquatic"
"1980",1071836,"Glyphosate","99","Danio rerio","Fish","Embryo(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Growth","Length","Active ingredient","10000","ug/L","aquatic"
"1981",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1982",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1983",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Catalase mRNA","Active ingredient","13900","ug/L","aquatic"
"1984",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Mortality","Mortality","Active ingredient","13900","ug/L","aquatic"
"1985",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Morphology","Organ weight in relationship to body weight","Active ingredient","13900","ug/L","aquatic"
"1986",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Morphology","Organ weight in relationship to body weight","Active ingredient","13900","ug/L","aquatic"
"1987",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1988",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Glutathione S-transferase pi mRNA","Active ingredient","13900","ug/L","aquatic"
"1989",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Reproduction","Progeny counts/numbers","Active ingredient","13900","ug/L","aquatic"
"1990",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Superoxide dismutase mRNA","Active ingredient","13900","ug/L","aquatic"
"1991",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Growth","Condition index","Active ingredient","13900","ug/L","aquatic"
"1992",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Cell(s)","Cell Viability","Formulation","5000","ug/L","aquatic"
"1993",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Genetics","Damage","Formulation","5000","ug/L","aquatic"
"1994",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Cell(s)","Cell Viability","Formulation","5000","ug/L","aquatic"
"1995",1071836,"Glyphosate","99.3","Oryzias latipes","Fish","Not reported","Aquatic - not reported","Unmeasured","Freshwater","Lab","NOEC","Genetics","Gene expression","Active ingredient","16000","ug/L","aquatic"
"1996",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Cell(s)","Cell Viability","Formulation","5000","ug/L","aquatic"
"1997",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Cell(s)","Cell Viability","Formulation","5000","ug/L","aquatic"
"1998",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Reproduction","Sperm cell counts","Formulation","10000","ug/L","aquatic"
"1999",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Genetics","Damage","Formulation","5000","ug/L","aquatic"
"2000",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Reproduction","Sperm cell counts","Formulation","10000","ug/L","aquatic"
"2001",1071836,"Glyphosate","98","Pimephales promelas","Fish","Larva(e)","Renewal","Unmeasured","Freshwater","Lab","NOEC","Growth","Biomass","Active ingredient","10","ug/L","aquatic"
"2002",1071836,"Glyphosate","NR","Danio rerio","Fish","Adult(s)","Aquatic - not reported","Measured","Freshwater","Lab","NOEC","Genetics","Steroidogenic Acute Regulatory protein mRNA","Active ingredient","13900","ug/L","aquatic"
"2003",1071836,"Glyphosate","NR","Cyprinus carpio","Fish","Not reported","Aquatic - not reported","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Formulation","12800","ug/L","aquatic"
"2004",1071836,"Glyphosate","41","Cyprinus carpio","Fish","Not reported","Aquatic - not reported","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Formulation","13000","ug/L","aquatic"
"2005",1071836,"Glyphosate","NR","Cyprinus carpio","Fish","Not reported","Aquatic - not reported","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","115000","ug/L","aquatic"
"2006",1071836,"Glyphosate","50","Cyprinus carpio","Fish","Not reported","Renewal","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Formulation","520770","ug/L","aquatic"
"2007",1071836,"Glyphosate","41","Cyprinus carpio","Fish","Not reported","Aquatic - not reported","Not reported","Freshwater","Lab","LC50","Mortality","Mortality","Formulation","11000","ug/L","aquatic"
"2008",1071836,"Glyphosate","62","Cyprinus carpio","Fish","Not reported","Renewal","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","620000","ug/L","aquatic"
"2009",1071836,"Glyphosate","62","Cyprinus carpio","Fish","Not reported","Renewal","Unmeasured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","645000","ug/L","aquatic"
"2010",1071836,"Glyphosate","96","Gasterosteus aculeatus","Fish","Larva(e)","Renewal","Measured","Saltwater","Lab","NOEC","Growth","Condition index","Active ingredient","78","ug/L","aquatic"
"2011",1071836,"Glyphosate","50","Cyprinus carpio","Fish","Not reported","Renewal","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Interferon-gamma","Formulation","104150","ug/L","aquatic"
"2012",1071836,"Glyphosate","96","Gasterosteus aculeatus","Fish","Larva(e)","Renewal","Unmeasured","Saltwater","Lab","NOEC","Growth","Condition index","Active ingredient","100","ug/L","aquatic"
"2013",1071836,"Glyphosate","50","Cyprinus carpio","Fish","Not reported","Renewal","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Interleukin-1 beta","Formulation","52080","ug/L","aquatic"
"2014",1071836,"Glyphosate","50","Cyprinus carpio","Fish","Not reported","Renewal","Unmeasured","Freshwater","Lab","NOEC","Biochemistry","Interleukin-1 beta","Formulation","104150","ug/L","aquatic"
"2016",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Not reported","Static","Unmeasured","Freshwater","Lab","EC50","Intoxication","Immobile","Active ingredient","240000","ug/L","aquatic"
"2017",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","220000","ug/L","aquatic"
"2018",1071836,"Glyphosate","NR","Oncorhynchus kisutch","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","36000","ug/L","aquatic"
"2019",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","32000","ug/L","aquatic"
"2020",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","211000","ug/L","aquatic"
"2021",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","11000","ug/L","aquatic"
"2022",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","22000","ug/L","aquatic"
"2023",1071836,"Glyphosate","NR","Oncorhynchus kisutch","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","210000","ug/L","aquatic"
"2024",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","211000","ug/L","aquatic"
"2025",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","19000","ug/L","aquatic"
"2026",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","108000","ug/L","aquatic"
"2027",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","108000","ug/L","aquatic"
"2028",1071836,"Glyphosate","NR","Oncorhynchus kisutch","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","153000","ug/L","aquatic"
"2029",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","21000","ug/L","aquatic"
"2030",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","30000","ug/L","aquatic"
"2031",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","220000","ug/L","aquatic"
"2032",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","24000","ug/L","aquatic"
"2033",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","128000","ug/L","aquatic"
"2034",1071836,"Glyphosate","NR","Oncorhynchus kisutch","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","174000","ug/L","aquatic"
"2035",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","22000","ug/L","aquatic"
"2036",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","10000","ug/L","aquatic"
"2037",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","107000","ug/L","aquatic"
"2038",1071836,"Glyphosate","NR","Oncorhynchus kisutch","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","112000","ug/L","aquatic"
"2039",1071836,"Glyphosate","NR","Oncorhynchus kisutch","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","27000","ug/L","aquatic"
"2040",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","11000","ug/L","aquatic"
"2041",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","109000","ug/L","aquatic"
"2042",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","22000","ug/L","aquatic"
"2043",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","157000","ug/L","aquatic"
"2044",1071836,"Glyphosate","NR","Oncorhynchus tshawytscha","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","108000","ug/L","aquatic"
"2045",1071836,"Glyphosate","NR","Oncorhynchus mykiss","Fish","Juvenile(s)","Static","Measured","Freshwater","Lab","LC50","Mortality","Mortality","Active ingredient","107000","ug/L","aquatic"
